74 2 0 | εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο οὐ χρὴ παννύχιον εὕδειν βουληφόρον ἄνδρα ᾧ λαοί τʼ ἐπιτετράφαται καὶ τόσσα μέμηλε νῦν δʼ ἐμέθεν ξύνες ὦκα Διὸς δέ τοι ἄγγελός εἰμι ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη Τρώεσσι δὲ κήδεʼ ἐφῆπται ἐκ Διός ἀλλὰ σὺ σῇσιν ἔχε | Il.2.23-Il.2.33 Il.2.60-Il.2.70
36 2 0 | εὖ ναιόμενα πτολίεθρα Καρδαμύλην Ἐνόπην τε καὶ Ἱρὴν ποιήεσσαν Φηράς τε ζαθέας ἠδʼ Ἄνθειαν βαθύλειμον καλήν τʼ Αἴπειαν καὶ Πήδασον ἀμπελόεσσαν πᾶσαι δʼ ἐγγὺς ἁλός νέαται Πύλου ἠμαθόεντος ἐν δʼ ἄνδρες ναίουσι πολύρρηνες πολυβοῦται οἵ κέ | Il.9.149-Il.9.155 Il.9.291-Il.9.297
34 2 0 | ἤριπε δʼ ὡς ὅτε τις δρῦς ἤριπεν ἢ ἀχερωῒς ἠὲ πίτυς βλωθρή τήν τʼ οὔρεσι τέκτονες ἄνδρες ἐξέταμον πελέκεσσι νεήκεσι νήϊον εἶναι ὣς ὃ πρόσθʼ ἵππων καὶ δίφρου κεῖτο τανυσθεὶς βεβρυχὼς κόνιος δεδραγμένος αἱματοέσσης | Il.13.389-Il.13.393 Il.16.482-Il.16.486
33 2 0 | στῆ δʼ ἐπʼ Ὀδυσσῆος μεγακήτεϊ νηῒ μελαίνῃ ἥ ῥʼ ἐν μεσσάτῳ ἔσκε γεγωνέμεν ἀμφοτέρωσε ἠμὲν ἐπʼ Αἴαντος κλισίας Τελαμωνιάδαο ἠδʼ ἐπʼ Ἀχιλλῆος τοί ῥʼ ἔσχατα νῆας ἐΐσας εἴρυσαν ἠνορέῃ πίσυνοι καὶ κάρτεϊ χειρῶν | Il.8.222-Il.8.226 Il.11.5-Il.11.9
33 2 0 | ἕπτʼ ἀπύρους τρίποδας δέκα δὲ χρυσοῖο τάλαντα αἴθωνας δὲ λέβητας ἐείκοσι δώδεκα δʼ ἵππους πηγοὺς ἀθλοφόρους οἳ ἀέθλια ποσσὶν ἄροντο οὔ κεν ἀλήϊος εἴη ἀνὴρ ᾧ τόσσα γένοιτο οὐδέ κεν ἀκτήμων ἐριτίμοιο χρυσοῖο | Il.9.122-Il.9.126 Il.9.264-Il.9.268
31 2 0 | αὐτίκα δʼ ἐξ ὀχέων σὺν τεύχεσιν ἆλτο χαμᾶζε πάλλων δʼ ὀξέα δοῦρα κατὰ στρατὸν ᾤχετο πάντῃ ὀτρύνων μαχέσασθαι ἔγειρε δὲ φύλοπιν αἰνήν οἳ δʼ ἐλελίχθησαν καὶ ἐναντίοι ἔσταν Ἀχαιῶν Ἀργεῖοι δʼ | Il.5.494-Il.5.498 Il.6.103-Il.6.107
31 2 0 | αὐτὰρ Ἀθηναίη κούρη Διὸς αἰγιόχοιο πέπλον μὲν κατέχευεν ἑανὸν πατρὸς ἐπʼ οὔδει ποικίλον ὅν ῥʼ αὐτὴ ποιήσατο καὶ κάμε χερσίν ἣ δὲ χιτῶνʼ ἐνδῦσα Διὸς νεφεληγερέταο τεύχεσιν ἐς πόλεμον θωρήσσετο δακρυόεντα | Il.5.733-Il.5.737 Il.8.384-Il.8.388
30 2 0 | ἀμφὶ δʼ ἄρʼ ὤμοισιν βάλετο ξίφος ἀργυρόηλον χάλκεον αὐτὰρ ἔπειτα σάκος μέγα τε στιβαρόν τε κρατὶ δʼ ἐπʼ ἰφθίμῳ κυνέην εὔτυκτον ἔθηκεν ἵππουριν δεινὸν δὲ λόφος καθύπερθεν ἔνευεν εἵλετο δʼ | Il.3.334-Il.3.338 Il.16.135-Il.16.139
30 3 2 | δʼ ἐξ ὀχέων σὺν τεύχεσιν ἆλτο χαμᾶζε πάλλων δʼ ὀξέα δοῦρα κατὰ στρατὸν ᾤχετο πάντῃ ὀτρύνων μαχέσασθαι ἔγειρε δὲ φύλοπιν αἰνήν οἳ δʼ ἐλελίχθησαν καὶ ἐναντίοι ἔσταν Ἀχαιῶν Ἀργεῖοι δʼ | Il.5.494-Il.5.498 Il.6.103-Il.6.107 Il.11.211-Il.11.215
30 2 0 | ἀλλʼ ὃ μὲν ἄντα ἰδὼν ἠλεύατο χάλκεον ἔγχος πρόσσω γὰρ κατέκυψε τὸ δʼ ἐξόπιθεν δόρυ μακρὸν οὔδει ἐνισκίμφθη ἐπὶ δʼ οὐρίαχος πελεμίχθη ἔγχεος ἔνθα δʼ ἔπειτʼ ἀφίει μένος ὄβριμος Ἄρης | Il.16.610-Il.16.613 Il.17.526-Il.17.529
29 2 0 | αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο τοῖς ὁ γέρων πάμπρωτος ὑφαίνειν ἤρχετο μῆτιν Νέστωρ οὗ καὶ πρόσθεν ἀρίστη φαίνετο βουλή ὅ σφιν ἐϋφρονέων ἀγορήσατο καὶ μετέειπεν Ἀτρεΐδη | Il.7.323-Il.7.327 Il.9.92-Il.9.96
29 2 0 | νέκυάς τε καὶ ἀσπίδας αἵματι δʼ ἄξων νέρθεν ἅπας πεπάλακτο καὶ ἄντυγες αἳ περὶ δίφρον ἃς ἄρʼ ἀφʼ ἱππείων ὁπλέων ῥαθάμιγγες ἔβαλλον αἵ τʼ ἀπʼ ἐπισσώτρων ὃ δὲ ἵετο | Il.11.534-Il.11.537 Il.20.499-Il.20.502
28 2 0 | υἷε δύω Μέροπος Περκωσίου ὃς περὶ πάντων ᾔδεε μαντοσύνας οὐδὲ οὓς παῖδας ἔασκε στείχειν ἐς πόλεμον φθισήνορα τὼ δέ οἱ οὔ τι πειθέσθην κῆρες γὰρ ἄγον μέλανος θανάτοιο | Il.2.831-Il.2.834 Il.11.329-Il.11.332
28 2 0 | ἀμφʼ Ἑλένῃ καὶ κτήμασι πᾶσι μάχεσθαι ὁππότερος δέ κε νικήσῃ κρείσσων τε γένηται κτήμαθʼ ἑλὼν εὖ πάντα γυναῖκά τε οἴκαδʼ ἀγέσθω οἳ δʼ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ | Il.3.70-Il.3.73 Il.3.91-Il.3.94
28 2 0 | ἐμοὶ φίλα ταῦτʼ ἀγορεύεις οἶσθα καὶ ἄλλον μῦθον ἀμείνονα τοῦδε νοῆσαι εἰ δʼ ἐτεὸν δὴ τοῦτον ἀπὸ σπουδῆς ἀγορεύεις ἐξ ἄρα δή τοι ἔπειτα θεοὶ φρένας ὤλεσαν αὐτοί | Il.7.357-Il.7.360 Il.12.231-Il.12.234
28 2 0 | ἔν τʼ ἄρα οἱ φῦ χειρὶ ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζε τίπτε Θέτι τανύπεπλε ἱκάνεις ἡμέτερον δῶ αἰδοίη τε φίλη τε; πάρος γε μὲν οὔ τι θαμίζεις | Il.18.384-Il.18.386 Il.18.423-Il.18.425
27 2 0 | ἔνθʼ ἄλλοι μὲν πάντες ἐπευφήμησαν Ἀχαιοὶ αἰδεῖσθαί θʼ ἱερῆα καὶ ἀγλαὰ δέχθαι ἄποινα ἀλλʼ οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ ἀλλὰ κακῶς ἀφίει κρατερὸν δʼ ἐπὶ μῦθον ἔτελλε | Il.1.22-Il.1.25 Il.1.376-Il.1.379
27 2 0 | αὐτὰρ ἐπεί ῥʼ εὔξαντο καὶ οὐλοχύτας προβάλοντο αὐέρυσαν μὲν πρῶτα καὶ ἔσφαξαν καὶ ἔδειραν μηρούς τʼ ἐξέταμον κατά τε κνίσῃ ἐκάλυψαν δίπτυχα ποιήσαντες ἐπʼ αὐτῶν δʼ ὠμοθέτησαν | Il.1.458-Il.1.461 Il.2.421-Il.2.424
27 2 0 | παύσασθαι πολέμοιο δυσηχέος εἰς ὅ κε νεκροὺς κήομεν ὕστερον αὖτε μαχησόμεθʼ εἰς ὅ κε δαίμων ἄμμε διακρίνῃ δώῃ δʼ ἑτέροισί γε νίκην ὣς ἔφαθʼ οἳ δʼ ἄρα | Il.7.376-Il.7.379 Il.7.395-Il.7.398
26 2 0 | λυσόμενός τε θύγατρα φέρων τʼ ἀπερείσιʼ ἄποινα στέμματʼ ἔχων ἐν χερσὶν ἑκηβόλου Ἀπόλλωνος χρυσέῳ ἀνὰ σκήπτρῳ καὶ λίσσετο πάντας Ἀχαιούς Ἀτρεΐδα δὲ μάλιστα δύω κοσμήτορε λαῶν | Il.1.13-Il.1.16 Il.1.372-Il.1.375
26 2 0 | διὰ μὲν ἀσπίδος ἦλθε φαεινῆς ὄβριμον ἔγχος καὶ διὰ θώρηκος πολυδαιδάλου ἠρήρειστο ἀντικρὺ δὲ παραὶ λαπάρην διάμησε χιτῶνα ἔγχος ὃ δʼ ἐκλίνθη καὶ ἀλεύατο κῆρα μέλαιναν | Il.3.357-Il.3.360 Il.7.251-Il.7.254
26 2 0 | ἀλλὰ θέων περίβη καί οἱ σάκος ἀμφεκάλυψε τὸν μὲν ἔπειθʼ ὑποδύντε δύω ἐρίηρες ἑταῖροι Μηκιστεὺς Ἐχίοιο πάϊς καὶ δῖος Ἀλάστωρ νῆας ἔπι γλαφυρὰς φερέτην βαρέα στενάχοντα | Il.8.331-Il.8.334 Il.13.420-Il.13.423
26 2 0 | ἤτοι ὃ μὲν νόθος υἱὸς Ὀϊλῆος θείοιο ἔσκε Μέδων Αἴαντος ἀδελφεός αὐτὰρ ἔναιεν ἐν Φυλάκῃ γαίης ἄπο πατρίδος ἄνδρα κατακτὰς γνωτὸν μητρυιῆς Ἐριώπιδος ἣν ἔχʼ Ὀϊλεύς | Il.13.694-Il.13.697 Il.15.333-Il.15.336
26 2 0 | ὣς ἄρα μιν εἰπόντα τέλος θανάτοιο κάλυψε ψυχὴ δʼ ἐκ ῥεθέων πταμένη Ἄϊδος δὲ βεβήκει ὃν πότμον γοόωσα λιποῦσʼ ἀνδροτῆτα καὶ ἥβην τὸν καὶ τεθνηῶτα προσηύδα | Il.16.855-Il.16.858 Il.22.361-Il.22.364
25 2 0 | Ἀθηναίης ἐπὶ γούνασιν ἠϋκόμοιο καί οἱ ὑποσχέσθαι δυοκαίδεκα βοῦς ἐνὶ νηῷ ἤνις ἠκέστας ἱερευσέμεν αἴ κʼ ἐλεήσῃ ἄστύ τε καὶ Τρώων ἀλόχους καὶ νήπια τέκνα | Il.6.92-Il.6.95 Il.6.273-Il.6.276
25 2 0 | τοῖσι δʼ ἐπʼ Αἴαντες θοῦριν ἐπιειμένοι ἀλκήν τοῖσι δʼ ἐπʼ Ἰδομενεὺς καὶ ὀπάων Ἰδομενῆος Μηριόνης ἀτάλαντος Ἐνυαλίῳ ἀνδρειφόντῃ τοῖσι δʼ ἐπʼ Εὐρύπυλος Εὐαίμονος ἀγλαὸς υἱός | Il.7.164-Il.7.167 Il.8.262-Il.8.265
25 2 0 | ὄφρʼ ἵκεθʼ ἵππους ὠκέας οἵ οἱ ὄπισθε μάχης ἠδὲ πτολέμοιο ἕστασαν ἡνίοχόν τε καὶ ἅρματα ποικίλʼ ἔχοντες οἳ τόν γε προτὶ ἄστυ φέρον βαρέα στενάχοντα | Il.13.535-Il.13.538 Il.14.429-Il.14.432
24 2 0 | εὖ γὰρ ἐγὼ τόδε οἶδα κατὰ φρένα καὶ κατὰ θυμόν ἔσσεται ἦμαρ ὅτʼ ἄν ποτʼ ὀλώλῃ Ἴλιος ἱρὴ καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο | Il.4.163-Il.4.165 Il.6.447-Il.6.449
24 2 0 | ὑπʼ ὄχεσφι τιτύσκετο χαλκόποδʼ ἵππω ὠκυπέτα χρυσέῃσιν ἐθείρῃσιν κομόωντε χρυσὸν δʼ αὐτὸς ἔδυνε περὶ χροΐ γέντο δʼ ἱμάσθλην χρυσείην εὔτυκτον ἑοῦ δʼ ἐπεβήσετο δίφρου | Il.8.41-Il.8.44 Il.13.23-Il.13.26
24 2 0 | φυλάσσονται νῆες θοαὶ ὡς τὸ πάρος περ ἦ ἤδη χείρεσσιν ὑφʼ ἡμετέρῃσι δαμέντες φύξιν βουλεύουσι μετὰ σφίσιν οὐδʼ ἐθέλουσι νύκτα φυλασσέμεναι καμάτῳ ἀδηκότες αἰνῷ | Il.10.309-Il.10.312 Il.10.396-Il.10.399
23 2 0 | τόν ῥʼ ἔβαλε πρῶτος κόρυθος φάλον ἱπποδασείης ἐν δὲ μετώπῳ πῆξε πέρησε δʼ ἄρʼ ὀστέον εἴσω αἰχμὴ χαλκείη τὸν δὲ σκότος ὄσσε κάλυψεν | Il.4.459-Il.4.461 Il.6.9-Il.6.11
23 2 0 | ἕποιτο γεραίτερος ὅς κʼ ἰθύνοι ἡμιόνους καὶ ἄμαξαν ἐΰτροχον ἠδὲ καὶ αὖτις νεκρὸν ἄγοι προτὶ ἄστυ τὸν ἔκτανε δῖος Ἀχιλλεύς μὴ δέ τί | Il.24.149-Il.24.152 Il.24.178-Il.24.181
22 2 0 | ἀλλʼ ἄγεθʼ ὡς ἂν ἐγὼ εἴπω πειθώμεθα πάντες φεύγωμεν σὺν νηυσὶ φίλην ἐς πατρίδα γαῖαν οὐ γὰρ ἔτι Τροίην αἱρήσομεν εὐρυάγυιαν ὣς | Il.2.139-Il.2.142 Il.9.26-Il.9.29
22 2 0 | ἄξει εἷός κεν ἄγων Ἀχιλῆϊ πελάσσῃ αὐτὰρ ἐπὴν ἀγάγῃσιν ἔσω κλισίην Ἀχιλῆος οὔτʼ αὐτὸς κτενέει ἀπό τʼ ἄλλους πάντας ἐρύξει οὔτε γάρ | Il.24.154-Il.24.157 Il.24.183-Il.24.186
21 2 0 | γυναικῶν ταῦτα μὲν αὐτίκα πάντα παρέσσεται εἰ δέ κεν αὖτε ἄστυ μέγα Πριάμοιο θεοὶ δώωσʼ ἀλαπάξαι νῆα ἅλις χρυσοῦ καὶ χαλκοῦ | Il.9.134-Il.9.137 Il.9.276-Il.9.279
21 2 0 | ἅσσά τε μητιόωσι μετὰ σφίσιν ἢ μεμάασιν αὖθι μένειν παρὰ νηυσὶν ἀπόπροθεν ἦε πόλιν δὲ ἂψ ἀναχωρήσουσιν ἐπεὶ δαμάσαντό γʼ Ἀχαιούς | Il.10.208-Il.10.210 Il.10.409-Il.10.411
21 2 0 | καὶ νεῖκος ὄρωρεν ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας καί οἱ Τεῦκρος ἅμα σπέσθω τόξων ἐῢ εἰδώς ὣς ἔφατʼ οὐδʼ | Il.12.348-Il.12.351 Il.12.361-Il.12.364
21 2 0 | τοὺς εἶμʼ ὀψομένη καί σφʼ ἄκριτα νείκεα λύσω ἤδη γὰρ δηρὸν χρόνον ἀλλήλων ἀπέχονται εὐνῆς καὶ φιλότητος ἐπεὶ χόλος ἔμπεσε θυμῷ | Il.14.205-Il.14.207 Il.14.304-Il.14.306
21 2 0 | ἀλλά σʼ ἔγωγʼ ἀναχωρήσαντα κελεύω ἐς πληθὺν ἰέναι μηδʼ ἀντίος ἵστασʼ ἐμεῖο πρίν τι κακὸν παθέειν ῥεχθὲν δέ τε νήπιος ἔγνω | Il.17.30-Il.17.32 Il.20.196-Il.20.198
20 2 0 | καὶ ἀκόντισε δουρὶ φαεινῷ ἀμφὶ ἓ παπτήνας ὑπὸ δὲ Τρῶες κεκάδοντο ἀνδρὸς ἀκοντίσσαντος ὃ δʼ οὐχ ἅλιον βέλος ἧκεν ἀλλʼ | Il.4.496-Il.4.499 Il.15.573-Il.15.576
20 2 0 | ἀλλʼ ἄγʼ ἐμῶν ὀχέων ἐπιβήσεο ὄφρα ἴδηαι οἷοι Τρώϊοι ἵπποι ἐπιστάμενοι πεδίοιο κραιπνὰ μάλʼ ἔνθα καὶ ἔνθα διωκέμεν ἠδὲ φέβεσθαι | Il.5.221-Il.5.223 Il.8.105-Il.8.107
20 2 0 | Διῒ φίλος ἐν δʼ ἄρα χειρὶ ἔγχος ἔχʼ ἑνδεκάπηχυ πάροιθε δὲ λάμπετο δουρὸς αἰχμὴ χαλκείη περὶ δὲ χρύσεος θέε πόρκης | Il.6.318-Il.6.320 Il.8.493-Il.8.495
20 2 0 | Τρωσί τε καὶ Λυκίοισιν ἐκέκλετο μακρὸν ἀΰσας Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταὶ ἀνέρες ἔστε φίλοι μνήσασθε δὲ θούριδος ἀλκῆς | Il.11.285-Il.11.287 Il.15.485-Il.15.487
20 2 0 | ἔειπες ἄνδρα θνητὸν ἐόντα πάλαι πεπρωμένον αἴσῃ ἂψ ἐθέλεις θανάτοιο δυσηχέος ἐξαναλῦσαι; ἔρδʼ ἀτὰρ οὔ τοι πάντες ἐπαινέομεν θεοὶ ἄλλοι | Il.16.440-Il.16.443 Il.22.178-Il.22.181
19 2 0 | θεοῖς ἀντικρὺ μάχεσθαι τοῖς ἄλλοις ἀτὰρ εἴ κε Διὸς θυγάτηρ Ἀφροδίτη ἔλθῃσʼ ἐς πόλεμον τήν γʼ οὐτάμεν ὀξέϊ χαλκῷ | Il.5.130-Il.5.132 Il.5.819-Il.5.821
19 2 0 | πρόσθε δέ οἱ δόρυ τʼ ἔσχε καὶ ἀσπίδα πάντοσʼ ἐΐσην τὸν κτάμεναι μεμαὼς ὅς τις τοῦ γʼ ἀντίος ἔλθοι | Il.5.300-Il.5.301 Il.17.7-Il.17.8
19 2 0 | μέγα ἔργον ὃ οὐ δύο γʼ ἄνδρε φέροιεν οἷοι νῦν βροτοί εἰσʼ ὃ δέ μιν ῥέα πάλλε καὶ οἶος | Il.5.303-Il.5.304 Il.20.286-Il.20.287
19 2 0 | οἴκαδʼ ἀποπλείειν ἐπεὶ οὐκέτι δήετε τέκμωρ Ἰλίου αἰπεινῆς μάλα γάρ ἑθεν εὐρύοπα Ζεὺς χεῖρα ἑὴν ὑπερέσχε τεθαρσήκασι δὲ λαοί | Il.9.418-Il.9.420 Il.9.685-Il.9.687
19 2 0 | Αἰακίδαο δαΐφρονος οἳ δʼ ἀλεγεινοὶ ἀνδράσι γε θνητοῖσι δαμήμεναι ἠδʼ ὀχέεσθαι ἄλλῳ γʼ ἢ Ἀχιλῆϊ τὸν ἀθανάτη τέκε μήτηρ | Il.10.402-Il.10.404 Il.17.76-Il.17.78
19 2 0 | ἀσπὶς ἄρʼ ἀσπίδʼ ἔρειδε κόρυς κόρυν ἀνέρα δʼ ἀνήρ ψαῦον δʼ ἱππόκομοι κόρυθες λαμπροῖσι φάλοισι νευόντων ὡς πυκνοὶ ἐφέστασαν | Il.13.131-Il.13.133 Il.16.215-Il.16.217
19 2 0 | ἔνθά ἑ ταρχύσουσι κασίγνητοί τε ἔται τε τύμβῳ τε στήλῃ τε τὸ γὰρ γέρας ἐστὶ θανόντων ὣς ἔφατʼ οὐδʼ | Il.16.456-Il.16.458 Il.16.674-Il.16.676
19 2 0 | Πηλεΐδη μὴ δὴ ἐπέεσσί με νηπύτιον ὣς ἔλπεο δειδίξεσθαι ἐπεὶ σάφα οἶδα καὶ αὐτὸς ἠμὲν κερτομίας ἠδʼ αἴσυλα μυθήσασθαι | Il.20.200-Il.20.202 Il.20.431-Il.20.433
19 2 0 | δῶρα δʼ Ἀχιλλῆϊ φερέμεν τά κε θυμὸν ἰήνῃ οἶον μὴ δέ τις ἄλλος ἅμα Τρώων ἴτω ἀνήρ κῆρύξ τίς | Il.24.147-Il.24.149 Il.24.176-Il.24.178
19 2 0 | αὐτῷ φίλτατος οἰωνῶν καί εὑ κράτος ἐστὶ μέγιστον δεξιόν ὄφρά μιν αὐτὸς ἐν ὀφθαλμοῖσι νοήσας τῷ πίσυνος ἐπὶ νῆας | Il.24.292-Il.24.295 Il.24.310-Il.24.313
18 2 0 | ἔκλυες εὐξαμένοιο τίμησας μὲν ἐμέ μέγα δʼ ἴψαο λαὸν Ἀχαιῶν ἠδʼ ἔτι καὶ νῦν μοι τόδʼ ἐπικρήηνον ἐέλδωρ | Il.1.453-Il.1.455 Il.16.236-Il.16.238
18 2 0 | πολεμίζειν ἠδὲ μάχεσθαι τοῖσι δʼ ἄφαρ πόλεμος γλυκίων γένετʼ ἠὲ νέεσθαι ἐν νηυσὶ γλαφυρῇσι φίλην ἐς πατρίδα γαῖαν | Il.2.452-Il.2.454 Il.11.12-Il.11.14
